,SupCon
959,1.7165908813476562
960,1.7463769912719727
961,1.8009594678878784
962,1.742275595664978
963,1.7991032600402832
964,1.7447757720947266
965,1.7886381149291992
966,1.7445577383041382
967,1.7739722728729248
968,1.7574431896209717
969,1.7669357061386108
970,1.8042691946029663
971,1.796947956085205
972,1.7154643535614014
973,1.8126654624938965
974,1.7665104866027832
975,1.7361434698104858
976,1.7479337453842163
977,1.811928153038025
978,1.78166663646698
979,1.7127240896224976
980,1.816520094871521
981,1.8569086790084839
982,1.728700876235962
983,1.7576769590377808
984,1.779878854751587
985,1.706007957458496
986,1.7652275562286377
987,1.7306897640228271
988,1.7313737869262695
989,1.7481689453125
990,1.7409274578094482
991,1.7491140365600586
992,1.892561912536621
993,1.7651246786117554
994,1.7366867065429688
995,1.7747447490692139
996,1.7946271896362305
997,1.777081847190857
998,1.7190642356872559
999,1.7814091444015503
1000,1.7732012271881104
1001,1.8195533752441406
1002,1.7381775379180908
1003,1.7765583992004395
1004,1.7653892040252686
1005,1.769971251487732
1006,1.7761743068695068
1007,1.7845752239227295
1008,1.7583197355270386
1009,1.7183316946029663
1010,1.7499096393585205
1011,1.7674100399017334
1012,1.7392152547836304
1013,1.7461097240447998
1014,1.7402576208114624
1015,1.7247718572616577
1016,1.7336883544921875
1017,1.732882022857666
1018,1.760929822921753
1019,1.7823489904403687
1020,1.7424595355987549
1021,1.7635921239852905
1022,1.8389158248901367
1023,1.7584588527679443
1024,1.7347698211669922
1025,1.7683837413787842
1026,1.7012428045272827
1027,1.7531852722167969
1028,1.8059799671173096
1029,1.7522023916244507
1030,1.7649767398834229
1031,1.7520561218261719
1032,1.7275279760360718
1033,1.7877979278564453
1034,1.8124678134918213
1035,1.7759402990341187
1036,1.7628148794174194
1037,1.7235212326049805
1038,1.774693250656128
1039,1.7784522771835327
1040,1.7499027252197266
1041,1.7642778158187866
1042,1.7388856410980225
1043,1.7577208280563354
1044,1.76431405544281
1045,1.7546107769012451
1046,1.7575362920761108
1047,1.7324646711349487
1048,1.7509067058563232
1049,1.7895288467407227
1050,1.7575762271881104
1051,1.7534310817718506
1052,1.7443418502807617
1053,1.8514922857284546
1054,1.7767671346664429
1055,1.7505977153778076
1056,1.7369325160980225
1057,1.7730140686035156
1058,1.7405145168304443
1059,1.7339363098144531
1060,1.7351884841918945
1061,1.7912952899932861
1062,1.7376735210418701
1063,1.8078597784042358
1064,1.7214078903198242
1065,1.7285170555114746
1066,1.7192933559417725
1067,1.7737452983856201
1068,1.843973159790039
1069,1.7949864864349365
1070,1.738433837890625
1071,1.7462999820709229
1072,1.7463617324829102
1073,1.7202190160751343
1074,1.8417243957519531
1075,1.7312453985214233
1076,1.7497377395629883
1077,1.751363754272461
1078,1.7750247716903687
1079,1.7701685428619385
1080,1.7411097288131714
1081,1.7262177467346191
1082,1.7197526693344116
1083,1.7360551357269287
1084,1.756455898284912
1085,1.734450340270996
1086,1.7220158576965332
1087,1.7745202779769897
1088,1.756743311882019
1089,1.747563362121582
1090,1.7217116355895996
1091,1.762865424156189
1092,1.754382610321045
1093,1.7856860160827637
1094,1.7619441747665405
1095,1.7264399528503418
1096,1.7620166540145874
1097,1.8085739612579346
1098,1.7288373708724976
1099,1.7792792320251465
