,Recon
1033,0.9259763956069946
1034,1.000353455543518
1035,0.9417917728424072
1036,0.901522159576416
1037,0.8741740584373474
1038,0.9671273231506348
1039,0.8963041305541992
1040,0.9620482325553894
1041,0.9119059443473816
1042,0.9570567011833191
1043,0.9111152291297913
1044,0.8774798512458801
1045,0.9770649671554565
1046,0.9658056497573853
1047,0.9255200028419495
1048,0.9038292765617371
1049,0.8808568716049194
1050,0.9511764049530029
1051,0.9859548211097717
1052,0.9696398973464966
1053,0.9707642793655396
1054,1.0051605701446533
1055,0.9067203402519226
1056,0.9395522475242615
1057,0.922669529914856
1058,0.9601792693138123
1059,0.9202908873558044
1060,0.9486426711082458
1061,0.9728277325630188
1062,0.9350943565368652
1063,0.9300240874290466
1064,0.92531818151474
1065,0.8281369209289551
1066,0.8920954465866089
1067,0.9600851535797119
1068,0.8943156003952026
1069,0.9714394211769104
1070,0.9277647733688354
1071,0.8887115716934204
1072,0.8603696227073669
1073,0.9011584520339966
1074,0.8943200707435608
1075,0.9140077233314514
1076,0.8920431733131409
1077,0.9363241791725159
1078,0.9024533629417419
1079,0.8592759370803833
1080,0.9785629510879517
1081,0.9463238716125488
1082,0.9211446642875671
1083,0.8915343880653381
1084,0.9381684064865112
1085,0.9088267683982849
1086,0.9177820682525635
1087,0.9422265291213989
1088,0.8927492499351501
1089,0.9340155720710754
1090,0.8744693398475647
1091,0.8848095536231995
1092,0.9115689992904663
1093,0.8997788429260254
1094,0.8957102298736572
1095,0.911715030670166
1096,0.8987117409706116
1097,0.9033307433128357
1098,0.9625446796417236
1099,0.8983513712882996
1100,0.9760063886642456
1101,0.9376957416534424
1102,0.9122605919837952
1103,0.9376233816146851
1104,0.9222937822341919
1105,0.9122204780578613
1106,0.9741730690002441
1107,0.8711771965026855
1108,0.8898665904998779
1109,0.8767656087875366
1110,0.9225185513496399
1111,0.9286516308784485
1112,0.82635897397995
1113,0.9082154035568237
1114,0.8974272608757019
1115,0.9470829367637634
1116,0.9038784503936768
1117,0.9323297739028931
1118,0.9187015295028687
1119,0.9108538627624512
1120,0.8828198313713074
1121,0.8997402787208557
1122,0.9179319739341736
1123,0.8648620843887329
1124,0.9399277567863464
1125,0.932713508605957
1126,0.8818134665489197
1127,0.9045813083648682
1128,0.8846141695976257
1129,0.9976942539215088
1130,0.8652958273887634
1131,0.8763585090637207
1132,0.8795706033706665
1133,0.9100109934806824
1134,0.924302875995636
1135,0.9295587539672852
1136,0.9530751705169678
1137,0.9428465962409973
1138,0.9385865926742554
1139,0.8458971381187439
1140,0.9333348274230957
1141,0.8576261401176453
1142,0.8880520462989807
1143,0.874883234500885
1144,0.8641667366027832
1145,0.8449155688285828
1146,0.9204147458076477
1147,0.9080288410186768
1148,0.894944965839386
1149,0.8847746849060059
1150,0.8814345598220825
1151,0.8623395562171936
1152,0.875365138053894
1153,0.9199504256248474
1154,0.9064903259277344
1155,0.7755823731422424
1156,0.9396460652351379
1157,0.9227849841117859
1158,0.8820365071296692
1159,0.9496209621429443
1160,0.8805940747261047
1161,0.857680082321167
1162,0.8535369038581848
1163,0.877938985824585
1164,0.8563604950904846
1165,0.8853356242179871
1166,0.862947940826416
1167,0.9465239644050598
1168,0.894765317440033
1169,0.8317589163780212
1170,0.9110323786735535
1171,0.8749724626541138
1172,0.8751122355461121
1173,0.9156302213668823
1174,0.890321671962738
1175,0.8490403890609741
1176,0.9048222899436951
1177,0.8557432293891907
1178,0.8439233899116516
1179,0.867491602897644
1180,0.9181250333786011
1181,0.8639684319496155
1182,0.8631853461265564
1183,0.8781423568725586
1184,0.8931068181991577
1185,0.8538730144500732
1186,0.9540250301361084
1187,0.8713427186012268
1188,0.8854190111160278
1189,0.8893013596534729
1190,0.9039998650550842
1191,0.8869414329528809
1192,0.8993794918060303
1193,0.9042138457298279
1194,0.9353943467140198
1195,0.8674219250679016
1196,0.8501086235046387
1197,0.8872594237327576
1198,0.8677411079406738
1199,0.9398495554924011
1200,0.8761289715766907
1201,0.939745306968689
1202,0.8761922717094421
1203,0.831072211265564
1204,0.834900975227356
1205,0.8598034381866455
1206,0.8732932806015015
1207,0.9410508275032043
1208,0.8376615047454834
1209,0.8759539127349854
1210,0.8642883896827698
1211,0.9286513924598694
1212,0.7908437252044678
1213,0.8696096539497375
1214,0.8654626607894897
1215,0.8306964039802551
1216,0.9123688340187073
1217,0.8513637185096741
1218,0.8814578652381897
1219,0.8524772524833679
1220,0.8448617458343506
1221,0.8830453753471375
1222,0.8890134692192078
1223,0.8482558131217957
1224,0.8824536800384521
1225,0.8169699311256409
1226,0.8829602599143982
1227,0.8927191495895386
1228,0.8574811816215515
1229,0.8879337906837463
1230,0.8856567740440369
1231,0.8041720390319824
1232,0.8931755423545837
1233,0.8789802193641663
1234,0.8608372807502747
1235,0.8731922507286072
1236,0.861175000667572
1237,0.8280271887779236
1238,0.8347841501235962
1239,0.9102981686592102
1240,0.8384844660758972
1241,0.8847185969352722
1242,0.8832364678382874
1243,0.8846580386161804
1244,0.9020704627037048
1245,0.8875529170036316
1246,0.853114128112793
1247,0.8470708727836609
1248,0.7633575201034546
1249,0.8643127083778381
1250,0.9108216166496277
1251,0.8153057098388672
1252,0.8486100435256958
1253,0.8688051104545593
1254,0.9250290989875793
1255,0.9031923413276672
1256,0.864267110824585
1257,0.8636411428451538
1258,0.8847243189811707
1259,0.8554731011390686
1260,0.8261169791221619
1261,0.8219150304794312
1262,0.8919969201087952
1263,0.8625063300132751
1264,0.8849869966506958
1265,0.8994424343109131
1266,0.8443487286567688
