,x,y
1893,-3.3010247,13.729033
1894,-3.2925017,13.725901
8065,5.490176,1.2634655
40325,5.506714,1.2468246
40326,5.5117064,1.2442131
40327,5.526854,1.2298654
40328,5.496912,1.2588314
40329,5.505594,1.2497917
1511,8.259145,-5.914907
7555,8.25414,-5.9203405
7556,8.257603,-5.9164157
7557,8.253072,-5.921992
7558,8.260764,-5.9268146
7559,8.233704,-5.921536
3401,6.36598,9.092571
17005,6.3611712,9.082449
17006,6.383689,9.063559
17007,6.3667917,9.063553
17008,6.3688936,9.082679
17009,6.414902,9.132231
1646,-4.818863,5.0149264
8230,-4.8178473,5.0163503
8231,-4.8214927,5.0191383
8232,-4.820627,5.0174623
8233,-4.8147755,5.0125155
8234,-4.821831,5.0190954
2923,6.178006,1.2217886
14615,6.173362,1.1981089
14616,6.1980853,1.2459028
14617,6.1735477,1.2330085
14618,6.189208,1.2186233
14619,6.1619596,1.2273197
7631,14.723191,13.253926
38155,14.722223,13.253069
38156,14.707643,13.249057
38157,14.726981,13.249915
38158,14.724628,13.249584
38159,14.726024,13.250051
5388,7.6961107,2.0644028
26940,7.6970434,2.0637717
26941,7.692536,2.0474029
26942,7.696707,2.0599546
26943,7.6938376,2.0670202
26944,7.6964655,2.0603197
6393,6.613506,12.850711
31965,6.615626,12.849996
31966,6.626071,12.843609
31967,6.6153517,12.846648
31968,6.6209106,12.847287
31969,6.6113734,12.853381
5444,-10.18873,11.570549
27220,-10.16243,11.612538
27221,-10.162421,11.607534
27222,-10.156131,11.6220045
27223,-10.168994,11.600815
27224,-10.165322,11.598143
4761,-10.868265,12.162541
23805,-10.866982,12.162423
23806,-10.863293,12.159269
23807,-10.866258,12.162015
23808,-10.863268,12.160574
23809,-10.871869,12.165238
6867,19.372473,-4.413505
34335,19.346933,-4.4813895
34336,19.397848,-4.4315796
34337,19.383255,-4.4468813
34338,19.38202,-4.4481373
34339,19.395227,-4.4420056
6766,-3.0264904,-3.094555
33830,-3.0594854,-3.1223996
33831,-3.0425093,-3.110655
33832,-3.0399325,-3.103725
33833,-3.0622518,-3.125589
33834,-3.0290132,-3.096984
6686,15.528595,-4.11864
33430,15.529217,-4.119068
33431,15.525355,-4.1253905
33432,15.520136,-4.1225433
33433,15.518676,-4.1308575
33434,15.525401,-4.1251698
1070,22.60701,4.9684114
5350,22.600273,4.969116
5351,22.582775,4.98004
5352,22.594746,4.9560914
5353,22.581305,4.973655
5354,22.629042,4.9521503
8508,3.1881998,6.3023143
42540,3.1802554,6.3162646
42541,3.1785762,6.314498
42542,3.188177,6.30224
42543,3.1865232,6.293863
42544,3.1895812,6.29371
2905,7.6901712,-10.70554
14525,7.6811156,-10.697169
14526,7.681153,-10.697364
14527,7.6862717,-10.70182
14528,7.6579113,-10.673562
14529,7.6736226,-10.689394
9155,1.3162458,12.699233
45775,1.3146193,12.696153
45776,1.3155707,12.699408
45777,1.3130089,12.694845
45778,1.284621,12.648169
45779,1.3284405,12.699878
2270,1.2987512,-8.930449
11350,1.2940273,-8.9249325
11351,1.2934067,-8.924302
11352,1.2955428,-8.927113
11353,1.2934326,-8.923158
11354,1.2989149,-8.940836
6583,14.519668,5.0800333
32915,14.516815,5.091814
32916,14.53107,5.104859
32917,14.510124,5.083229
32918,14.517819,5.095659
32919,14.51127,5.0853796
4778,12.932335,14.522523
23890,12.925399,14.524316
23891,12.923441,14.523591
23892,12.930061,14.525228
23893,12.93404,14.51067
23894,12.933277,14.515907
1083,-7.354375,3.332146
5415,-7.3556876,3.3307605
5416,-7.355223,3.331583
5417,-7.3579297,3.3300803
5418,-7.3535156,3.3325818
5419,-7.350704,3.3352206
1752,10.902967,-2.8715618
8760,10.942605,-2.847457
8761,10.91217,-2.8746016
8762,10.911518,-2.8738616
8763,10.933946,-2.847902
8764,10.951989,-2.8218384
2089,9.943114,8.940713
10445,9.94676,8.946756
10446,9.944494,8.941688
10447,9.945355,8.943935
10448,9.949452,8.947256
10449,9.944038,8.942777
4781,1.4269851,-10.436132
23905,1.4506158,-10.397618
23906,1.4314284,-10.419762
23907,1.4534241,-10.409895
23908,1.4287318,-10.433466
23909,1.4233279,-10.440831
7739,17.849358,1.612302
38695,17.909592,1.5543004
38696,17.85673,1.6129205
38697,17.848402,1.5995091
38698,17.853964,1.6139987
38699,17.872162,1.6231633
185,-3.304528,13.750139
925,-3.287453,13.730076
926,-3.278519,13.732669
927,-3.2861063,13.732462
928,-3.2864926,13.730328
929,-3.285005,13.74173
4398,6.1084776,0.6762174
21990,6.1200285,0.69128793
21991,6.103285,0.6677005
21992,6.100974,0.6686679
21993,6.0948405,0.6592328
21994,6.104699,0.6707594
7857,2.8303049,-9.232309
39285,2.8389628,-9.224765
39286,2.8570492,-9.204606
39287,2.8282802,-9.233656
39288,2.8276198,-9.234125
39289,2.835386,-9.22819
8056,-2.242034,-0.822004
40280,-2.2291658,-0.83211744
40281,-2.238775,-0.81983316
40282,-2.2170906,-0.8335673
40283,-2.238033,-0.8329676
40284,-2.1944408,-0.85671896
3637,14.59854,5.5327406
18185,14.586002,5.5101223
18186,14.597796,5.5154843
18187,14.5883,5.507222
18188,14.597693,5.5179234
18189,14.6068325,5.53091
5194,0.18638282,8.223982
25970,0.18652138,8.2266655
25971,0.17230171,8.2229185
25972,0.19182533,8.206456
25973,0.15438266,8.229851
